grant_id,project_title,faculty_name,institution,award_amount,start_date,abstract
7202724,Support of Ship Operations,Richard A Geyer,Texas A&M University,1254700.0,01/01/1972,Research project focused on Support of Ship Operations at Texas A&M University.
7202725,Support For the Operation of Research Vessels,Ferris Webster,Woods Hole Oceanographic Institution,9820500.0,01/01/1972,Research project focused on Support For the Operation of Research Vessels at Woods Hole Oceanographic Institution.
7202727,Support of Bathythermograph Processing Group,Dolores M Schroeder,Woods Hole Oceanographic Institution,68300.0,01/01/1972,Research project focused on Support of Bathythermograph Processing Group at Woods Hole Oceanographic Institution.
7202738,Support of Shipboard Technicians and Shipboard Computing    Activities,Melvin A Rosenfeld,Woods Hole Oceanographic Institution,603700.0,02/15/1972,Research project focused on Support of Shipboard Technicians and Shipboard Computing    Activities at Woods Hole Oceanographic Institution.
7202740,Improvement of Onboard Scientific Equipment For Yaquina and Cayuse,Ellis B Rittenhouse,Oregon State University,2245097.0,03/15/1972,Research project focused on Improvement of Onboard Scientific Equipment For Yaquina and Cayuse at Oregon State University.
7202744,Bathythermograph Data Processing Group,Richard T Wert,University of California-San Diego Scripps Inst of Oceanography,246000.0,03/01/1972,Research project focused on Bathythermograph Data Processing Group at University of California-San Diego Scripps Inst of Oceanography.
7202748,Shore Facilities Support-Scanning Electron Microscope and   Accessories,George P Woollard,University of Hawaii,69000.0,05/01/1972,Research project focused on Shore Facilities Support-Scanning Electron Microscope and   Accessories at University of Hawaii.
7202755,Shipboard Equipment For the Research Vessel Panulirus Ii,Wolfgang E Sterrer,"Bermuda Institute of Ocean Sciences (BIOS), Inc.",32100.0,04/30/1973,"Research project focused on Shipboard Equipment For the Research Vessel Panulirus Ii at Bermuda Institute of Ocean Sciences (BIOS), Inc.."
7202756,Regional Educational Computer Network For Colleges of       Central Mississippi,Jeremy Taylor,Mississippi Industrial College (CLOSED 1981),2000.0,07/01/1973,Research project focused on Regional Educational Computer Network For Colleges of       Central Mississippi at Mississippi Industrial College (CLOSED 1981).
7202758,Regional Educational Computer Network For Colleges of Central Mississippi,Unknown Faculty,Millsaps College,8700.0,07/01/1973,Research project focused on Regional Educational Computer Network For Colleges of Central Mississippi at Millsaps College.
7202761,Regional Educational Computer Network For Colleges of       Central Mississippi,James H Strickland,Copiah-Lincoln Community College,8700.0,07/01/1973,Research project focused on Regional Educational Computer Network For Colleges of       Central Mississippi at Copiah-Lincoln Community College.
7202762,Regional Educational Computer Network For Colleges of       Central Mississippi,Jeremy Taylor,Alcorn State University,14500.0,07/01/1973,Research project focused on Regional Educational Computer Network For Colleges of       Central Mississippi at Alcorn State University.
7202763,Regional Educational Computer Network For Colleges of       Central Mississippi,Harshad K Desai,Utica Junior College (CLOSED),8700.0,07/01/1973,Research project focused on Regional Educational Computer Network For Colleges of       Central Mississippi at Utica Junior College (CLOSED).
7202764,Regional Educational Computer Network For Colleges of       Central Mississippi,Wayne D Mitchell,Tougaloo College,8700.0,07/01/1973,Research project focused on Regional Educational Computer Network For Colleges of       Central Mississippi at Tougaloo College.
7202765,Regional Educational Computer Network For Colleges of       Central Mississippi,Jeremy Taylor,Rust College,2000.0,07/01/1973,Research project focused on Regional Educational Computer Network For Colleges of       Central Mississippi at Rust College.
7202766,Regional Educational Computer Network For Colleges of       Central Mississippi,Jeremy Taylor,Mississippi Valley State University,14500.0,07/01/1973,Research project focused on Regional Educational Computer Network For Colleges of       Central Mississippi at Mississippi Valley State University.
7202767,Regional Educational Computer Network For Colleges of       Central Mississippi,Jesse C Lewis,Jackson State University,340400.0,07/01/1973,Research project focused on Regional Educational Computer Network For Colleges of       Central Mississippi at Jackson State University.
7202769,International Workshop Series on Biomedical Engineering,Rajko Tomovic,Yugoslav Committee For Electronic&Automation,50000.0,10/01/1971,Research project focused on International Workshop Series on Biomedical Engineering at Yugoslav Committee For Electronic&Automation.
7202771,Exchange of Scientists With the All-Union Society 'znaniye' U.S.S.R.,William Bevan,American Association for the Advancement of Science,32100.0,12/27/1971,Research project focused on Exchange of Scientists With the All-Union Society 'znaniye' U.S.S.R. at American Association for the Advancement of Science.
7202772,The Primary Production of the Northern Adriatic   Sea,Jeremy Taylor,Rudjer Boskovic Institute,90052.0,01/01/1972,Research project focused on The Primary Production of the Northern Adriatic   Sea at Rudjer Boskovic Institute.
7202774,"To Present Lectures to Polish Scientific Centers in Warsaw, Poznan, Wroclaw, and Cracow March - April, 1972",Robert S Bandurski,Michigan State University,586.0,02/01/1972,"Research project focused on To Present Lectures to Polish Scientific Centers in Warsaw, Poznan, Wroclaw, and Cracow March - April, 1972 at Michigan State University."
7202777,"To Serve As a Technical Consultant to the Ruder Boskovic    Institute in Designing and Developing a Mach-Zehnder        Interferometer, Zagreb, Croatia, Yugoslavia, July 1972",DATA NOT AVAILABLE,University of Virginia Main Campus,1059.0,04/01/1972,"Research project focused on To Serve As a Technical Consultant to the Ruder Boskovic    Institute in Designing and Developing a Mach-Zehnder        Interferometer, Zagreb, Croatia, Yugoslavia, July 1972 at University of Virginia Main Campus."
7202779,An Eminent Scientist Exchange Program Involving Chemists    From the United States and Japan,Frederick T Wall,American Chemical Society (ACS),24600.0,04/01/1972,Research project focused on An Eminent Scientist Exchange Program Involving Chemists    From the United States and Japan at American Chemical Society (ACS).
7202788,"To Attend- Conference on Physiological Ecology of Plants AndAnimals in Extreme Environments, Dubrovnik, Yugoslavia,     March 20-24, 1972",DATA NOT AVAILABLE,Trustees of Boston University,604.0,02/17/1972,"Research project focused on To Attend- Conference on Physiological Ecology of Plants AndAnimals in Extreme Environments, Dubrovnik, Yugoslavia,     March 20-24, 1972 at Trustees of Boston University."
7202791,The Brain Drain- an International Comparative Study,Unknown Faculty,University of Tunis,26140.0,04/15/1972,Research project focused on The Brain Drain- an International Comparative Study at University of Tunis.
7202809,India-United States Exchange of Scientists Program,DATA NOT AVAILABLE,Individual Award,1400.0,10/01/1972,Research project focused on India-United States Exchange of Scientists Program at Individual Award.
7202811,Crystal Growth of High Temperature and High Pressure        Materials,Unknown Faculty,Research Center For Monocrystals,120647.0,05/01/1972,Research project focused on Crystal Growth of High Temperature and High Pressure        Materials at Research Center For Monocrystals.
7202830,Special Foreign Curency Award For Analytical Investigation  Of Steady and Nonsteady Electromagnetic Wave Propagation in Nonuniform and Nonlinear Media,M. S Sodha,Indian Institute of Technology New Delhi,51195.0,05/15/1972,Research project focused on Special Foreign Curency Award For Analytical Investigation  Of Steady and Nonsteady Electromagnetic Wave Propagation in Nonuniform and Nonlinear Media at Indian Institute of Technology New Delhi.
